City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,fauske,67.2588,15.3918,16.54,71,95,0.74,NO,1689864013
366,sabzevar,36.2126,57.6819,36.6,26,20,4.12,IR,1689864013
367,sinop,41.7711,34.8709,22.24,57,0,2.63,TR,1689864013
368,igarka,67.4667,86.5833,17.42,99,100,0.3,RU,1689864013
369,ierapetra,35.01,25.7353,32.3,51,0,0.89,GR,1689864013
370,zigong,29.3416,104.7769,24.5,96,99,3.68,CN,1689864013
371,sisimiut,66.9395,-53.6735,11.68,82,96,2.11,GL,1689864013
372,chutove,49.7104,35.1603,25.39,45,70,2.86,UA,1689864014
373,fortaleza,-3.7227,-38.5247,30.07,48,20,7.72,BR,1689864000
374,santa luzia,-19.7697,-43.8514,23.5,58,75,6.17,BR,1689863834
375,marsh harbour,26.5412,-77.0636,30.55,65,99,3.88,BS,1689863718
376,amos,48.5669,-78.1162,16.69,81,100,2.33,CA,1689863902
377,ciudad bolivar,8.1222,-63.5497,29.41,66,89,3.04,VE,1689864014
378,ulldecona,40.5973,0.4472,29.06,67,13,5.72,ES,1689864014
379,tereze,43.9361,42.4434,18.98,85,80,1.98,RU,1689864014
380,fisterra,42.9049,-9.2629,22.64,81,0,6.06,ES,1689864015
381,queenstown,-31.8976,26.8753,5.13,70,78,6.3,ZA,1689864015
382,college,64.8569,-147.8028,17.55,95,75,0.0,US,1689864015
383,ar raqqah,35.95,39.0167,39.98,8,0,6.3,SY,1689864015
384,genhe,50.7833,121.5167,12.36,58,43,0.52,CN,1689864015
385,kiunga,-6.1219,141.2906,23.31,90,100,1.7,PG,1689864015
386,fortuna,40.5982,-124.1573,14.4,97,100,0.0,US,1689864015
387,uvinza,-5.1036,30.3911,31.04,22,10,1.03,TZ,1689864016
388,isangel,-19.55,169.2667,21.96,79,64,6.14,VU,1689864016
389,at taj,24.2049,23.2857,38.91,10,0,6.44,LY,1689864016
390,kapit,2.0167,112.9333,23.52,99,100,0.59,MY,1689864016
391,miahuatlan,18.5667,-97.4333,18.99,54,16,3.0,MX,1689864016
392,tongchuan,35.0806,109.0897,25.08,66,92,0.94,CN,1689864016
393,limon,10.0,-83.0333,26.7,94,75,2.06,CR,1689864017
394,langzhong,31.5504,105.9938,25.31,90,99,0.41,CN,1689864017
395,ojinaga,29.5667,-104.4167,33.56,35,0,3.6,MX,1689864017
396,sakaiminato,35.55,133.2333,24.99,88,75,3.6,JP,1689864017
397,eyl,7.9803,49.8164,27.92,65,53,11.42,SO,1689864017
398,ca mau,9.1769,105.15,24.78,87,99,3.9,VN,1689864017
399,lufilufi,-13.8745,-171.5986,23.88,82,85,9.54,WS,1689864017
400,masjed soleyman,31.9364,49.3039,44.12,4,0,1.91,IR,1689864018
401,chinsali,-10.5414,32.0816,25.78,25,0,3.83,ZM,1689864018
402,aykhal,66.0,111.5,14.22,80,100,3.51,RU,1689864018
403,alofi,-19.0595,-169.9187,22.94,73,95,3.6,NU,1689864018
404,tukrah,32.5341,20.5791,30.59,61,0,5.11,LY,1689864018
405,albertina,-22.2008,-46.6158,22.9,47,11,3.26,BR,1689864018
406,nouzonville,49.8137,4.7474,22.7,29,84,3.13,FR,1689864018
407,louis trichardt,-23.0439,29.9032,12.3,82,96,5.91,ZA,1689864019
408,ola,59.5833,151.2833,13.97,89,65,0.49,RU,1689864019
409,fuglafjordur,62.244,-6.814,8.26,92,100,8.18,FO,1689864019
410,mata-utu,-13.2816,-176.1745,27.14,82,78,3.76,WF,1689864019
411,gangavalli,11.4983,78.6497,29.07,56,82,3.47,IN,1689864019
412,dera ghazi khan,30.0561,70.6348,38.36,40,37,0.47,PK,1689864019
413,manado,1.487,124.8455,25.43,83,40,1.54,ID,1689864019
414,tofol,5.3248,163.0078,27.57,82,100,7.22,FM,1689864019
415,luganville,-15.5333,167.1667,24.27,87,100,4.41,VU,1689864020
416,sakakah,29.9697,40.2064,42.76,7,0,4.9,SA,1689864020
417,luena,-11.7833,19.9167,29.65,16,20,2.0,AO,1689864020
418,aitape,-3.1374,142.3475,25.24,88,29,2.05,PG,1689864020
419,argo,37.6333,22.7333,36.55,23,0,2.1,GR,1689864020
420,herning,56.1393,8.9738,16.9,59,75,9.26,DK,1689864020
421,arba minch,6.0333,37.55,23.93,65,92,2.19,ET,1689864020
422,richards bay,-28.783,32.0377,14.64,82,100,5.5,ZA,1689864021
423,singtam,27.2333,88.5,26.74,94,98,1.27,IN,1689864021
424,verkh-chebula,56.0308,87.6218,21.73,66,100,2.26,RU,1689864021
425,mendi,-6.1761,143.6513,12.8,99,81,0.32,PG,1689864021
426,prineville,44.2999,-120.8345,23.68,35,0,0.0,US,1689863738
427,sterling,39.0062,-77.4286,29.73,64,20,3.09,US,1689864021
428,lompoc,34.6391,-120.4579,13.08,48,100,2.06,US,1689864021
429,sajir,25.1825,44.5996,41.99,6,35,7.0,SA,1689864022
430,thiruvaiyaru,10.8841,79.1036,32.27,48,100,9.52,IN,1689864022
431,zaragoza,41.6561,-0.8773,33.9,26,0,2.06,ES,1689863823
432,margarita belen,-27.2616,-58.9722,21.14,49,99,2.62,AR,1689864022
433,brisas de zicatela,15.8369,-97.0419,26.29,73,40,3.6,MX,1689864022
434,kabalo,-6.05,26.9167,35.45,19,14,0.96,CD,1689864022
435,larbaa,36.5647,3.1543,36.47,28,0,3.09,DZ,1689864022
436,nay pyi taw,19.745,96.1297,24.48,95,100,3.68,MM,1689864023
437,n'zeto,-7.2312,12.8666,23.52,70,4,4.09,AO,1689864023
438,chagoda,59.164,35.3285,18.07,67,100,4.34,RU,1689864023
439,hagere selam,6.4833,38.5167,12.38,93,96,0.67,ET,1689864023
440,acarau,-2.8856,-40.12,30.82,47,0,7.75,BR,1689864023
441,hammerfest,70.6634,23.6821,9.25,87,75,6.69,NO,1689864023
442,puerto piray,-26.4678,-54.7148,21.15,65,76,2.38,AR,1689864024
443,revda,56.801,59.9303,17.77,78,48,3.54,RU,1689864024
444,kyelang,32.5833,77.0333,14.09,85,98,1.2,IN,1689864024
445,muang phonsavan,19.45,103.2167,19.58,99,100,1.0,LA,1689864024
446,vadso,70.0744,29.7487,9.49,87,75,9.26,NO,1689864024
447,usogorsk,63.4106,48.6872,18.89,91,91,3.05,RU,1689864024
448,tugulym,57.0591,64.6425,21.04,80,96,2.58,RU,1689864025
449,sao luiz gonzaga,-28.4083,-54.9608,17.29,80,73,2.72,BR,1689864025
450,kruisfontein,-34.0033,24.7314,10.49,64,92,4.12,ZA,1689864025
451,palmerston,-12.486,130.9833,22.16,84,10,3.39,AU,1689864025
452,lamu,-2.2717,40.902,27.12,81,55,7.09,KE,1689864025
453,dubbo,-32.25,148.6167,6.07,81,100,2.57,AU,1689863979
454,fushun,41.8558,123.9233,24.84,75,98,1.59,CN,1689864025
455,santa elena de uairen,4.6167,-61.1333,26.51,55,12,3.57,VE,1689864026
456,saint-joseph,-21.3667,55.6167,23.21,83,42,2.53,RE,1689864026
457,tucurui,-3.7661,-49.6725,32.78,44,0,2.92,BR,1689864026
458,ocos,14.5094,-92.1933,30.1,76,11,1.82,GT,1689864026
459,iaciara,-14.0958,-46.6317,30.06,23,2,5.53,BR,1689864026
460,cuito,-12.3833,16.9333,26.93,15,24,4.19,AO,1689864027
461,brokopondo,4.75,-55.1667,28.92,62,1,1.55,SR,1689864027
462,novyy turtkul',41.55,61.0167,32.95,18,0,4.44,UZ,1689864027
463,puerto armuelles,8.2833,-82.8667,28.99,81,37,1.79,PA,1689863759
464,poncitlan,20.3667,-102.9167,18.95,65,76,1.93,MX,1689864028
465,likisa,-8.6695,125.6875,16.0,88,65,1.98,TL,1689864028
466,tonghae,37.5439,129.1069,23.18,90,90,2.04,KR,1689864028
467,ahar,38.4774,47.0699,25.81,44,5,5.61,IR,1689864028
468,kisangani,0.5167,25.2,29.67,53,99,1.08,CD,1689864028
469,khairpur nathan shah,27.0936,67.7337,34.98,48,100,4.91,PK,1689864029
470,sogne,58.0833,7.8167,20.09,66,58,1.34,NO,1689864029
471,nabire,-3.3667,135.4833,24.64,92,100,1.5,ID,1689864029
472,embi,48.8264,58.1442,24.24,52,71,5.76,KZ,1689864029
473,carutapera,-1.195,-46.02,30.3,58,5,3.75,BR,1689864029
474,pavlovsk,50.4578,40.1081,24.13,47,79,2.77,RU,1689864029
475,ordynskoye,54.3656,81.8994,18.77,81,48,1.61,RU,1689864029
476,pandan,14.0453,124.1694,27.16,85,100,2.88,PH,1689864030
477,nagqu,31.5,92.0,5.45,61,0,3.06,CN,1689864030
478,ishigaki,24.3448,124.1572,27.07,89,20,2.57,JP,1689863735
479,kittila,67.6647,24.8936,12.08,87,100,5.66,FI,1689864030
480,uzgen,40.7699,73.3007,29.16,28,31,1.36,KG,1689864030
481,mariinsk,56.2139,87.7472,22.18,59,100,2.85,RU,1689864030
482,nadi,-17.8,177.4167,23.0,94,75,0.0,FJ,1689864031
483,dingli,35.8614,14.3822,39.09,15,0,5.14,MT,1689864031
484,coronel oviedo,-25.4167,-56.45,25.44,49,14,4.16,PY,1689864031
485,yaring,6.8662,101.3689,25.97,86,100,3.57,TH,1689864031
486,dwarka,22.2394,68.9678,28.17,85,100,7.25,IN,1689864031
487,popayan,2.4382,-76.6132,23.12,51,12,1.8,CO,1689864031
488,maua,-23.6678,-46.4614,20.98,68,90,3.39,BR,1689864031
489,jayrud,33.8074,36.7404,36.7,14,0,7.29,SY,1689864032
490,magdagachi,53.45,125.8,12.41,79,59,1.87,RU,1689864032
491,nar'yan-mar,67.6713,53.087,17.73,77,100,7.36,RU,1689864032
492,asbury,42.5144,-90.7515,24.73,56,0,6.26,US,1689864032
493,guiuan,11.0333,125.7247,28.57,75,95,1.16,PH,1689864032
494,marienheide,51.0833,7.5333,21.91,55,84,2.57,DE,1689864032
495,tarija,-21.5355,-64.7296,12.95,54,24,0.0,BO,1689864033
496,borujen,31.9652,51.2873,31.2,14,76,1.44,IR,1689864033
497,salahonda,2.1019,-78.7217,28.0,80,8,4.86,CO,1689864033
498,krasnovishersk,60.4078,57.082,17.9,93,56,2.36,RU,1689864033
499,bondo,3.8146,23.6866,30.23,50,56,1.97,CD,1689864033
500,jinsha,32.0898,121.0735,26.1,97,100,3.07,CN,1689864038
501,kourou,5.1552,-52.6478,32.03,63,3,2.97,GF,1689864039
502,kristiansund,63.1115,7.732,16.03,63,40,3.09,NO,1689864039
503,clermont,49.5,2.4167,26.21,38,94,5.23,FR,1689864039
504,kodyma,48.0988,29.1246,29.76,28,85,4.53,UA,1689864039
505,callao,-12.0667,-77.15,24.29,64,75,2.06,PE,1689864039
506,brandon,27.9378,-82.2859,32.28,83,0,0.89,US,1689864039
507,mawu,29.5923,107.3139,24.15,95,100,1.46,CN,1689864039
508,kabare,-2.4683,28.8242,20.93,66,91,1.19,CD,1689864039
509,calama,-22.4667,-68.9333,20.27,6,0,9.26,CL,1689864039
510,plastun,44.7561,136.2939,17.31,86,64,1.45,RU,1689864040
511,kill devil hills,36.0307,-75.676,29.0,79,0,1.54,US,1689864040
512,lesnoy,57.6198,63.0784,19.83,85,88,2.31,RU,1689864040
513,havza,40.9706,35.6622,28.34,34,0,8.23,TR,1689864040
514,hanzhong,33.0728,107.0303,23.08,92,97,0.89,CN,1689864040
515,debre tabor,11.85,38.0167,13.45,89,100,0.35,ET,1689864040
516,yei,4.095,30.6779,27.57,55,88,1.13,SS,1689864040
517,zhengjiatun,43.5064,123.5064,25.21,69,100,1.19,CN,1689864040
518,le morne-rouge,14.7667,-61.1333,27.76,67,45,6.43,MQ,1689864040
519,sao gabriel da cachoeira,-0.1303,-67.0892,25.89,94,0,0.51,BR,1689864041
520,mirny,62.5353,113.9611,15.51,68,44,2.07,RU,1689863965
521,nanao,37.05,136.9667,24.07,94,48,1.65,JP,1689864041
522,rabaul,-4.1967,152.1721,25.78,84,73,3.62,PG,1689864041
523,sulphur,30.2366,-93.3774,30.99,79,0,2.57,US,1689864041
524,conceicao do mato dentro,-19.0372,-43.425,18.7,87,100,4.2,BR,1689864041
525,itupiranga,-5.1347,-49.3267,33.18,34,2,2.14,BR,1689864041
526,ma'rib,15.4591,45.3253,38.9,8,100,7.4,YE,1689864041
527,puerto penasco,31.3167,-113.5333,31.06,78,5,0.89,MX,1689863955
528,cabo san lucas,22.8909,-109.9124,33.12,55,66,0.45,MX,1689864004
529,cidade velha,14.9167,-23.6167,29.26,70,40,5.66,CV,1689864042
530,mo i rana,66.3128,14.1428,20.18,64,40,4.12,NO,1689864042
531,amurzet,47.6967,131.0981,22.05,89,62,1.42,RU,1689864042
532,jincheng,35.5022,112.8328,22.52,90,100,1.52,CN,1689864042
533,sinabang,2.4803,96.3801,26.26,81,95,1.45,ID,1689864042
534,liezen,47.5667,14.2333,22.77,60,86,1.8,AT,1689864042
535,qusmuryn,52.4503,64.6311,22.29,69,93,5.3,KZ,1689864042
536,sumbawa besar,-8.5,117.4333,19.76,91,2,2.49,ID,1689864043
537,lata,40.1629,-8.3327,22.82,43,0,5.99,PT,1689864043
538,laborde,-33.1532,-62.8566,14.34,42,63,7.2,AR,1689864043
539,port lincoln,-34.7333,135.8667,11.71,63,61,3.56,AU,1689864043
540,yarkovo,57.4028,67.0786,20.97,76,94,1.58,RU,1689864043
541,mykhaylivka,47.2724,35.2224,21.88,71,90,4.28,UA,1689864043
542,harper,4.375,-7.7169,26.07,82,100,5.24,LR,1689864043
543,twon-brass,4.3151,6.2418,26.41,80,96,6.08,NG,1689864043
544,lisala,2.15,21.5167,32.6,44,71,0.43,CD,1689864043
545,skiathos,39.1623,23.4909,34.09,52,0,2.57,GR,1689864044
546,pont rouge,48.8833,-72.0825,19.16,60,95,1.44,CA,1689864044
547,bullas,38.0467,-1.6723,30.25,35,87,1.77,ES,1689864044
548,chake chake,-5.2459,39.7666,24.81,78,52,5.18,TZ,1689864049
549,santa cruz del sur,20.7147,-77.9956,29.82,78,65,5.84,CU,1689864049
550,tchintabaraden,15.8969,5.7985,37.27,26,55,2.97,NE,1689864049
551,suva,-18.1416,178.4415,21.71,94,75,2.06,FJ,1689864049
552,greater sudbury,46.49,-80.99,18.54,85,100,2.24,CA,1689864036
553,kununurra,-15.7667,128.7333,15.99,82,49,2.57,AU,1689864049
554,chokwe,-24.5333,32.9833,17.65,80,100,5.17,MZ,1689864049
555,fedorovskiy,45.0972,40.9517,26.71,39,0,2.32,RU,1689864050
556,arauco,-37.2463,-73.3175,13.51,90,100,7.34,CL,1689863886
557,otjimbingwe,-22.35,16.1333,26.35,9,0,3.44,NA,1689864050
558,west end,26.6833,-78.9667,30.99,72,100,4.38,BS,1689864050
559,copiapo,-27.3667,-70.3333,10.83,12,100,1.0,CL,1689863993
560,teknaf,20.8624,92.3058,27.07,88,100,6.76,BD,1689864050
561,guerrero negro,27.9769,-114.0611,20.81,77,95,4.64,MX,1689864050
562,bodaybo,57.8506,114.1933,11.36,97,94,0.9,RU,1689864050
563,puerto aysen,-45.4,-72.7,4.02,100,100,0.0,CL,1689863789
564,mwene-ditu,-7.0,23.45,32.16,18,58,1.2,CD,1689864050
565,nueva gerona,21.8833,-82.8,30.56,68,83,5.53,CU,1689864050
566,bichura,50.5881,107.6022,16.92,61,67,1.34,RU,1689864051
567,usol'ye,59.4268,56.6808,19.46,67,11,3.92,RU,1689864051
568,alice springs,-23.7,133.8833,10.75,62,20,2.57,AU,1689864051
569,roma,43.2128,-75.4557,25.6,64,1,0.45,US,1689863764
570,fussen,47.8739,12.1695,26.38,51,99,1.19,DE,1689864051
571,namibe,-15.1961,12.1522,20.06,74,1,6.67,AO,1689864051
572,svetlogorsk,52.6333,29.7333,15.62,95,100,2.63,BY,1689864051
573,souillac,-20.5167,57.5167,23.21,73,20,4.12,MU,1689864051
574,zouerate,22.7187,-12.4521,42.26,12,12,8.04,MR,1689864051
575,tucuma,-0.1833,-50.05,31.13,58,0,1.95,BR,1689863944
576,buon ma thuot,12.6667,108.05,22.09,98,98,0.26,VN,1689864052
577,nadvoitsy,63.8667,34.3167,14.25,98,100,3.59,RU,1689864052
